ourmodel,MinMaxScaler,130.0,99.98422961677969,99.92424242424242,0.0,0.0,
DevNet,,,99.122056825491,77.60621749917863,,,Normalizer
LOF,,,98.43328022780352,69.83288205104965,,,Normalizer
AE1SVM,,,97.68513588253728,64.16078677950611,,,Normalizer
AutoEncoder,,,97.4572575636754,58.265582456259615,,,Normalizer
LODA,,,97.37114465721088,59.06111570575639,,,Normalizer
ALAD,,,97.13098448480022,52.05183892810072,,,Normalizer
OCSVM,,,97.0115223281305,60.19277117533544,,,Normalizer
HBOS,,,96.93989632652138,34.51559472962715,,,Normalizer
IForest,,,96.6057793170526,45.72361320387762,,,Normalizer
DeepSVDD,,,96.5560233218548,47.32790284024608,,,Normalizer
PCA,,,96.5040501268114,46.07302087227767,,,Normalizer
ECOD,,,96.10929754564076,33.569076400768886,,,Normalizer
LUNAR,,,95.91515461057612,32.85928112053958,,,Normalizer
CBLOF,,,95.90083021141322,41.08330406607226,,,Normalizer
COPOD,,,95.73175805840374,30.343499458083613,,,Normalizer
KNN,,,95.53810376612,28.27667191589156,,,Normalizer
ourmodel,Normalizer,165.0,99.4256884749006,94.67722734614516,0.0,0.0,
DevNet,,,99.122056825491,77.60621749917863,,,Normalizer
LOF,,,98.43328022780352,69.83288205104965,,,Normalizer
AE1SVM,,,97.68513588253728,64.16078677950611,,,Normalizer
AutoEncoder,,,97.4572575636754,58.265582456259615,,,Normalizer
LODA,,,97.37114465721088,59.06111570575639,,,Normalizer
ALAD,,,97.13098448480022,52.05183892810072,,,Normalizer
OCSVM,,,97.0115223281305,60.19277117533544,,,Normalizer
HBOS,,,96.93989632652138,34.51559472962715,,,Normalizer
IForest,,,96.6057793170526,45.72361320387762,,,Normalizer
DeepSVDD,,,96.5560233218548,47.32790284024608,,,Normalizer
PCA,,,96.5040501268114,46.07302087227767,,,Normalizer
ECOD,,,96.10929754564076,33.569076400768886,,,Normalizer
LUNAR,,,95.91515461057612,32.85928112053958,,,Normalizer
CBLOF,,,95.90083021141322,41.08330406607226,,,Normalizer
COPOD,,,95.73175805840374,30.343499458083613,,,Normalizer
KNN,,,95.53810376612,28.27667191589156,,,Normalizer
ourmodel,StandardScaler,155.0,99.91093972398512,99.70146224447691,0.0,0.0,
DevNet,,,99.122056825491,77.60621749917863,,,Normalizer
LOF,,,98.43328022780352,69.83288205104965,,,Normalizer
AE1SVM,,,97.68513588253728,64.16078677950611,,,Normalizer
AutoEncoder,,,97.4572575636754,58.265582456259615,,,Normalizer
LODA,,,97.37114465721088,59.06111570575639,,,Normalizer
ALAD,,,97.13098448480022,52.05183892810072,,,Normalizer
OCSVM,,,97.0115223281305,60.19277117533544,,,Normalizer
HBOS,,,96.93989632652138,34.51559472962715,,,Normalizer
IForest,,,96.6057793170526,45.72361320387762,,,Normalizer
DeepSVDD,,,96.5560233218548,47.32790284024608,,,Normalizer
PCA,,,96.5040501268114,46.07302087227767,,,Normalizer
ECOD,,,96.10929754564076,33.569076400768886,,,Normalizer
LUNAR,,,95.91515461057612,32.85928112053958,,,Normalizer
CBLOF,,,95.90083021141322,41.08330406607226,,,Normalizer
COPOD,,,95.73175805840374,30.343499458083613,,,Normalizer
KNN,,,95.53810376612,28.27667191589156,,,Normalizer
ourmodel,QuantileTransformer,N/A,0.0,0.0,1000.0,0.0,
DevNet,,,99.122056825491,77.60621749917863,,,Normalizer
LOF,,,98.43328022780352,69.83288205104965,,,Normalizer
AE1SVM,,,97.68513588253728,64.16078677950611,,,Normalizer
AutoEncoder,,,97.4572575636754,58.265582456259615,,,Normalizer
LODA,,,97.37114465721088,59.06111570575639,,,Normalizer
ALAD,,,97.13098448480022,52.05183892810072,,,Normalizer
OCSVM,,,97.0115223281305,60.19277117533544,,,Normalizer
HBOS,,,96.93989632652138,34.51559472962715,,,Normalizer
IForest,,,96.6057793170526,45.72361320387762,,,Normalizer
DeepSVDD,,,96.5560233218548,47.32790284024608,,,Normalizer
PCA,,,96.5040501268114,46.07302087227767,,,Normalizer
ECOD,,,96.10929754564076,33.569076400768886,,,Normalizer
LUNAR,,,95.91515461057612,32.85928112053958,,,Normalizer
CBLOF,,,95.90083021141322,41.08330406607226,,,Normalizer
COPOD,,,95.73175805840374,30.343499458083613,,,Normalizer
KNN,,,95.53810376612,28.27667191589156,,,Normalizer
