Dataset,scaled,Model,AUCROC
data_ToNIoT.csv,QuantileTransformer,LUNAR,85.18013281951653
data_ToNIoT.csv,QuantileTransformer,DASVDD,58.31284951140723
data_ToNIoT.csv,QuantileTransformer,SUOD,47.87024350424934
data_ToNIoT.csv,QuantileTransformer,NeuTraLAD,75.7471345629394
data_ToNIoT.csv,QuantileTransformer,DIF,42.46115373392227
data_ToNIoT.csv,MinMaxScaler,LUNAR,82.01802954825106
data_ToNIoT.csv,MinMaxScaler,DASVDD,53.4186106471536
data_ToNIoT.csv,MinMaxScaler,SUOD,26.94879954710297
data_ToNIoT.csv,MinMaxScaler,NeuTraLAD,52.86057294142096
data_ToNIoT.csv,MinMaxScaler,DIF,39.93717828999648
data_ToNIoT.csv,Normalizer,LUNAR,84.36552014939403
data_ToNIoT.csv,Normalizer,DASVDD,36.212486353881495
data_ToNIoT.csv,Normalizer,SUOD,42.74307889236324
data_ToNIoT.csv,Normalizer,NeuTraLAD,79.525852241442
data_ToNIoT.csv,Normalizer,DIF,62.61672083659786
data_ToNIoT.csv,RobustScaler,LUNAR,82.07189983708467
data_ToNIoT.csv,RobustScaler,DASVDD,63.5824951908528
data_ToNIoT.csv,RobustScaler,SUOD,27.631245155030904
data_ToNIoT.csv,RobustScaler,NeuTraLAD,83.64983226336228
data_ToNIoT.csv,RobustScaler,DIF,76.61466001812092
data_N_BaIoT.csv,QuantileTransformer,LUNAR,37.29458321335286
data_N_BaIoT.csv,QuantileTransformer,DASVDD,62.84625927861174
data_N_BaIoT.csv,QuantileTransformer,SUOD,98.56547112139222
data_N_BaIoT.csv,QuantileTransformer,NeuTraLAD,84.16401469698839
data_N_BaIoT.csv,QuantileTransformer,DIF,27.100043440955456
data_N_BaIoT.csv,MinMaxScaler,LUNAR,75.24911237489916
data_N_BaIoT.csv,MinMaxScaler,DASVDD,98.9314395394589
data_N_BaIoT.csv,MinMaxScaler,SUOD,84.42681096217906
data_N_BaIoT.csv,MinMaxScaler,NeuTraLAD,96.69175062400645
data_N_BaIoT.csv,MinMaxScaler,DIF,40.91684247296094
data_N_BaIoT.csv,Normalizer,LUNAR,12.49985076133506
data_N_BaIoT.csv,Normalizer,DASVDD,93.46809233770205
data_N_BaIoT.csv,Normalizer,SUOD,13.835023373461953
data_N_BaIoT.csv,Normalizer,NeuTraLAD,69.50499023594233
data_N_BaIoT.csv,Normalizer,DIF,4.576816517779009
data_N_BaIoT.csv,RobustScaler,LUNAR,75.23350077596844
data_N_BaIoT.csv,RobustScaler,SUOD,86.31952179719664
data_N_BaIoT.csv,RobustScaler,NeuTraLAD,78.51911307933469
data_N_BaIoT.csv,RobustScaler,DIF,65.59139034516616
data_CICIoT2023.csv,QuantileTransformer,LUNAR,83.50709307587826
data_CICIoT2023.csv,QuantileTransformer,DASVDD,88.98455754035048
data_CICIoT2023.csv,QuantileTransformer,SUOD,89.97975049711445
data_CICIoT2023.csv,QuantileTransformer,NeuTraLAD,92.28709023467664
data_CICIoT2023.csv,QuantileTransformer,DIF,87.32803773017586
data_CICIoT2023.csv,MinMaxScaler,LUNAR,71.06175611557909
data_CICIoT2023.csv,MinMaxScaler,DASVDD,79.32874235737087
data_CICIoT2023.csv,MinMaxScaler,SUOD,65.9417092150533
data_CICIoT2023.csv,MinMaxScaler,NeuTraLAD,87.04985335152541
data_CICIoT2023.csv,MinMaxScaler,DIF,80.14728785995038
data_CICIoT2023.csv,Normalizer,LUNAR,27.707938812508065
data_CICIoT2023.csv,Normalizer,DASVDD,48.76464079384368
data_CICIoT2023.csv,Normalizer,SUOD,46.5740942979936
data_CICIoT2023.csv,Normalizer,NeuTraLAD,59.20120759500871
data_CICIoT2023.csv,Normalizer,DIF,24.826306061503505
data_CICIoT2023.csv,RobustScaler,LUNAR,72.85621909972855
data_CICIoT2023.csv,RobustScaler,DASVDD,17.184457001986466
data_CICIoT2023.csv,RobustScaler,SUOD,66.12233941135301
data_CICIoT2023.csv,RobustScaler,NeuTraLAD,88.59860337998727
data_CICIoT2023.csv,RobustScaler,DIF,77.69997141165477
data_BoTIoT.csv,QuantileTransformer,LUNAR,95.8933579914338
data_BoTIoT.csv,QuantileTransformer,DASVDD,96.73619894668578
data_BoTIoT.csv,QuantileTransformer,SUOD,83.18988447751197
data_BoTIoT.csv,QuantileTransformer,NeuTraLAD,97.50368588715712
data_BoTIoT.csv,QuantileTransformer,DIF,85.8145097955373
data_BoTIoT.csv,MinMaxScaler,LUNAR,90.32530020880994
data_BoTIoT.csv,MinMaxScaler,DASVDD,83.40756846898853
data_BoTIoT.csv,MinMaxScaler,SUOD,66.22996743135285
data_BoTIoT.csv,MinMaxScaler,NeuTraLAD,82.94183467670096
data_BoTIoT.csv,MinMaxScaler,DIF,48.44040792765057
data_BoTIoT.csv,Normalizer,LUNAR,94.75465403829844
data_BoTIoT.csv,Normalizer,DASVDD,51.33738481602634
data_BoTIoT.csv,Normalizer,SUOD,67.79203956698666
data_BoTIoT.csv,Normalizer,NeuTraLAD,55.30865812897756
data_BoTIoT.csv,Normalizer,DIF,32.461716517364
data_BoTIoT.csv,RobustScaler,LUNAR,90.43883650824192
data_BoTIoT.csv,RobustScaler,DASVDD,71.1806398278209
data_BoTIoT.csv,RobustScaler,SUOD,67.93704986495058
data_BoTIoT.csv,RobustScaler,NeuTraLAD,95.77513807823604
data_BoTIoT.csv,RobustScaler,DIF,89.28520300173176
